Sample	Gene	Hits
CD16_T1_B3	MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	200
CD16_T1_B3	MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44	122
CD16_T1_B3	MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44	129
CD16_T1_B3	MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	127
CD16_T1_B3	MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	113
CD16_T1_B3	MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	187
CD16_T1_B3	MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	159
CD16_T1_B3	MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	167
CD16_T1_B3	MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	179
CD16_T1_B3	MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	186
CD16_T1_B3	MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	177
CD16_T1_B3	MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	204
CD16_T1_B3	MEG_7163|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	46
CD16_T1_B3	MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	249
CD16_T1_B3	MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	168
CD16_T1_B3	MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	133
CD16_T1_B3	MEG_7170|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	47
CD16_T1_B3	MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	1012
CD16_T1_B3	MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	392
CD16_T1_B3	MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	453
CD16_T1_B3	MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	877
CD16_T1_B3	MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	919
CD16_T1_B3	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	7741
CD16_T1_B3	MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	542
CD16_T1_B3	MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	122
CD16_T1_B3	MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	62
CD16_T1_B3	MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	59
CD16_T1_B3	MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	44
CD16_T1_B3	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	150
CD16_T1_B3	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	173
CD16_T1_B3	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	185
CD16_T1_B3	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	198
CD16_T1_B3	MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	116
CD16_T1_B3	MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	54
CD16_T1_B3	MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	197
CD16_T1_B3	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	173
CD16_T1_B3	MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	77
CD16_T1_B3	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	255
CD16_T1_B3	MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	85
CD16_T1_B3	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	132
CD16_T1_B3	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	169
CD16_T1_B3	MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	1829
CD16_T1_B3	MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	2082
CD16_T1_B3	MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	895
CD16_T1_B3	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	328
CD16_T1_B3	MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	585
CD16_T2_B3	MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9	25
CD16_T2_B3	MEG_1553|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT	8
CD16_T2_B3	MEG_1633|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATS	18
CD16_T2_B3	MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR	26
CD16_T2_B3	MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX	2208
CD16_T2_B3	MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX	43
CD16_T2_B3	MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX	52
CD16_T2_B3	MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX	127
CD16_T2_B3	MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX	45
CD16_T2_B3	MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX	2796
CD16_T2_B3	MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX	58
CD16_T2_B3	MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF	778
CD16_T2_B3	MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	35
CD16_T2_B3	MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	10
CD16_T2_B3	MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	41
CD16_T2_B3	MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	19
CD16_T2_B3	MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	29
CD16_T2_B3	MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	4613
CD16_T2_B3	MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	2250
CD16_T2_B3	MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	2442
CD16_T2_B3	MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	94
CD16_T2_B3	MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32	125
CD16_T2_B3	MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32	43
CD16_T2_B3	MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	180
CD16_T2_B3	MEG_6992|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	94
CD16_T2_B3	MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	171
CD16_T2_B3	MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	123
CD16_T2_B3	MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	43
CD16_T2_B3	MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	133
CD16_T2_B3	MEG_7152|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	117
CD16_T2_B3	MEG_7153|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	119
CD16_T2_B3	MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	214
CD16_T2_B3	MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	139
CD16_T2_B3	MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	125
CD16_T2_B3	MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	174
CD16_T2_B3	MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	203
CD16_T2_B3	MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	93
CD16_T2_B3	MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	231
CD16_T2_B3	MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	212
CD16_T2_B3	MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	187
CD16_T2_B3	MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	147
CD16_T2_B3	MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	107
CD16_T2_B3	MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	9708
CD16_T2_B3	MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	3142
CD16_T2_B3	MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	4614
CD16_T2_B3	MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	6019
CD16_T2_B3	MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	4596
CD16_T2_B3	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	9573
CD16_T2_B3	MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	2892
CD16_T2_B3	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	43
CD16_T2_B3	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	40
CD16_T2_B3	MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	28
CD16_T2_B3	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	55
CD16_T2_B3	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	76
CD16_T2_B3	MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	966
CD16_T2_B3	MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	1209
CD16_T2_B3	MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	497
CD16_T2_B3	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	354
CD16_T2_B3	MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	5879
CD16_T3_B3	MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9	68
CD16_T3_B3	MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	15
CD16_T3_B3	MEG_1633|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATS	122
CD16_T3_B3	MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR	75
CD16_T3_B3	MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX	1775
CD16_T3_B3	MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX	106
CD16_T3_B3	MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX	239
CD16_T3_B3	MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX	58
CD16_T3_B3	MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX	86
CD16_T3_B3	MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX	2153
CD16_T3_B3	MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX	36
CD16_T3_B3	MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX	99
CD16_T3_B3	MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF	414
CD16_T3_B3	MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	81
CD16_T3_B3	MEG_2792|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	43
CD16_T3_B3	MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	49
CD16_T3_B3	MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	88
CD16_T3_B3	MEG_2799|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	51
CD16_T3_B3	MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	73
CD16_T3_B3	MEG_2803|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	43
CD16_T3_B3	MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	38
CD16_T3_B3	MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	25
CD16_T3_B3	MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	60
CD16_T3_B3	MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	39
CD16_T3_B3	MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	3369
CD16_T3_B3	MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	1617
CD16_T3_B3	MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	1544
CD16_T3_B3	MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG	13
CD16_T3_B3	MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG	67
CD16_T3_B3	MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC	11
CD16_T3_B3	MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	196
CD16_T3_B3	MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE	28
CD16_T3_B3	MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32	340
CD16_T3_B3	MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	182
CD16_T3_B3	MEG_6992|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	88
CD16_T3_B3	MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	115
CD16_T3_B3	MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	164
CD16_T3_B3	MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	103
CD16_T3_B3	MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	145
CD16_T3_B3	MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	128
CD16_T3_B3	MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	78
CD16_T3_B3	MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	113
CD16_T3_B3	MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	154
CD16_T3_B3	MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	117
CD16_T3_B3	MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	129
CD16_T3_B3	MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	89
CD16_T3_B3	MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	122
CD16_T3_B3	MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	3880
CD16_T3_B3	MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	1280
CD16_T3_B3	MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	1955
CD16_T3_B3	MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	2496
CD16_T3_B3	MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	1864
CD16_T3_B3	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	5748
CD16_T3_B3	MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	960
CD16_T3_B3	MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	143
CD16_T3_B3	MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	55
CD16_T3_B3	MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	88
CD16_T3_B3	MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	45
CD16_T3_B3	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	189
CD16_T3_B3	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	160
CD16_T3_B3	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	195
CD16_T3_B3	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	178
CD16_T3_B3	MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	99
CD16_T3_B3	MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	62
CD16_T3_B3	MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	38
CD16_T3_B3	MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	51
CD16_T3_B3	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	209
CD16_T3_B3	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	266
CD16_T3_B3	MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	86
CD16_T3_B3	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	158
CD16_T3_B3	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	144
CD16_T3_B3	MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	855
CD16_T3_B3	MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	964
CD16_T3_B3	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	405
CD16_T3_B3	MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	4404
CD17_T1_B7	MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	28
CD17_T1_B7	MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	25
CD17_T1_B7	MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	27
CD17_T1_B7	MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX	45
CD17_T1_B7	MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX	39
CD17_T1_B7	MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF	17
CD17_T1_B7	MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC	182
CD17_T1_B7	MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	41
CD17_T1_B7	MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	22
CD17_T1_B7	MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	87
CD17_T1_B7	MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	51
CD17_T1_B7	MEG_7210|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	96
CD17_T1_B7	MEG_7211|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	95
CD17_T1_B7	MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	125
CD17_T1_B7	MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	106
CD17_T1_B7	MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	134
CD17_T1_B7	MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	125
CD17_T1_B7	MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	125
CD17_T1_B7	MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	186
CD17_T1_B7	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	132
CD17_T1_B7	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	118
CD17_T1_B7	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	127
CD17_T1_B7	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	127
CD17_T1_B7	MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	134
CD17_T1_B7	MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	147
CD17_T1_B7	MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	128
CD17_T1_B7	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	124
CD17_T1_B7	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	202
CD17_T1_B7	MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	121
CD17_T1_B7	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	90
CD17_T1_B7	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	256
CD17_T3_B7	MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA	1027
CD17_T3_B7	MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	355
CD17_T3_B7	MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	173
CD17_T3_B7	MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER	383
CD17_T3_B7	MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	243
CD17_T3_B7	MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	290
CD17_T3_B7	MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	103
CD17_T3_B7	MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC	285
CD17_T3_B7	MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC	207
CD17_T3_B7	MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	22
CD17_T3_B7	MEG_1633|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATS	10
CD17_T3_B7	MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	286
CD17_T3_B7	MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	617
CD17_T3_B7	MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	521
CD17_T3_B7	MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	174
CD17_T3_B7	MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP	376
CD17_T3_B7	MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	226
CD17_T3_B7	MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	474
CD17_T3_B7	MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB	309
CD17_T3_B7	MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB	410
CD17_T3_B7	MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	434
CD17_T3_B7	MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	443
CD17_T3_B7	MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	147
CD17_T3_B7	MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	110
CD17_T3_B7	MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR	250
CD17_T3_B7	MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	217
CD17_T3_B7	MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	161
CD17_T3_B7	MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA	1067
CD17_T3_B7	MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS	204
CD17_T3_B7	MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW	132
CD17_T3_B7	MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX	255
CD17_T3_B7	MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS	124
