Sample	Gene	Hits
IBS6_T4_B2	MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	64
IBS6_T4_B2	MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	48
IBS6_T4_B2	MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	67
IBS6_T4_B2	MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	62
IBS6_T4_B2	MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	326
IBS6_T4_B2	MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	140
IBS6_T4_B2	MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	121
IBS6_T4_B2	MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	230
IBS6_T4_B2	MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	172
IBS6_T4_B2	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	1598
IBS6_T4_B2	MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	102
IBS6_T4_B2	MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	77
IBS6_T4_B2	MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	81
IBS6_T4_B2	MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	104
IBS6_T4_B2	MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	77
IBS6_T4_B2	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	212
IBS6_T4_B2	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	199
IBS6_T4_B2	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	207
IBS6_T4_B2	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	167
IBS6_T4_B2	MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	188
IBS6_T4_B2	MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	86
IBS6_T4_B2	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	247
IBS6_T4_B2	MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	57
IBS6_T4_B2	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	288
IBS6_T4_B2	MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	128
IBS6_T4_B2	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	191
IBS6_T4_B2	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	235
IBS6_T4_B2	MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	140
IBS6_T4_B2	MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	256
IBS6_T4_B2	MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH	91
IBS6_T4_B2	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	405
IBS6_T4_B2	MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	32
IBS9_T1_B2	MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	100
IBS9_T1_B2	MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	91
IBS9_T1_B2	MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	66
IBS9_T1_B2	MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	56
IBS9_T1_B2	MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	38
IBS9_T1_B2	MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	36
IBS9_T1_B2	MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	49
IBS9_T1_B2	MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	76
IBS9_T1_B2	MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	22
IBS9_T1_B2	MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	75
IBS9_T1_B2	MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	41
IBS9_T1_B2	MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	52
IBS9_T1_B2	MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	30
IBS9_T1_B2	MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	36
IBS9_T1_B2	MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	73
IBS9_T1_B2	MEG_1123|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	8
IBS9_T1_B2	MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	14
IBS9_T1_B2	MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA	85
IBS9_T1_B2	MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA	1076
IBS9_T1_B2	MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	238
IBS9_T1_B2	MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	213
IBS9_T1_B2	MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER	351
IBS9_T1_B2	MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES	457
IBS9_T1_B2	MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES	329
IBS9_T1_B2	MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	250
IBS9_T1_B2	MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	264
IBS9_T1_B2	MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	111
IBS9_T1_B2	MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC	229
IBS9_T1_B2	MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC	172
IBS9_T1_B2	MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC	31
IBS9_T1_B2	MEG_139|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	25
IBS9_T1_B2	MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	71
IBS9_T1_B2	MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	55
IBS9_T1_B2	MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	140
IBS9_T1_B2	MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	344
IBS9_T1_B2	MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	154
IBS9_T1_B2	MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	499
IBS9_T1_B2	MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	170
IBS9_T1_B2	MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP	390
IBS9_T1_B2	MEG_220|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	15
IBS9_T1_B2	MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX	133
IBS9_T1_B2	MEG_241|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	19
IBS9_T1_B2	MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX	207
IBS9_T1_B2	MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX	187
IBS9_T1_B2	MEG_2532|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	20
IBS9_T1_B2	MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	25
IBS9_T1_B2	MEG_2535|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	12
IBS9_T1_B2	MEG_2536|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	14
IBS9_T1_B2	MEG_2538|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	7
IBS9_T1_B2	MEG_2547|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	21
IBS9_T1_B2	MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	224
IBS9_T1_B2	MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	454
IBS9_T1_B2	MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB	222
IBS9_T1_B2	MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB	340
IBS9_T1_B2	MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	445
IBS9_T1_B2	MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	428
IBS9_T1_B2	MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	374
IBS9_T1_B2	MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	240
IBS9_T1_B2	MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR	324
IBS9_T1_B2	MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	517
IBS9_T1_B2	MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	465
IBS9_T1_B2	MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA	955
IBS9_T1_B2	MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	14
IBS9_T1_B2	MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	33
IBS9_T1_B2	MEG_2799|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	17
IBS9_T1_B2	MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	42
IBS9_T1_B2	MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	37
IBS9_T1_B2	MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	37
IBS9_T1_B2	MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS	697
IBS9_T1_B2	MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS	768
IBS9_T1_B2	MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS	802
IBS9_T1_B2	MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	10
IBS9_T1_B2	MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW	457
IBS9_T1_B2	MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX	507
IBS9_T1_B2	MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS	198
IBS9_T1_B2	MEG_3286|Drugs|Multi-drug_resistance|MDR_acetyltransferase|IBCR	39
IBS9_T1_B2	MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES	1559
IBS9_T1_B2	MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA	65
IBS9_T1_B2	MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE	336
IBS9_T1_B2	MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA	79
IBS9_T1_B2	MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN	67
IBS9_T1_B2	MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN	290
IBS9_T1_B2	MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE	12
IBS9_T1_B2	MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF	14
IBS9_T1_B2	MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	54
IBS9_T1_B2	MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	98
IBS9_T1_B2	MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR	187
IBS9_T1_B2	MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA	206
IBS9_T1_B2	MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA	192
IBS9_T1_B2	MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA	604
IBS9_T1_B2	MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB	1591
IBS9_T1_B2	MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC	1598
IBS9_T1_B2	MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE	674
IBS9_T1_B2	MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF	1825
IBS9_T1_B2	MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG	394
IBS9_T1_B2	MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH	511
IBS9_T1_B2	MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI	137
IBS9_T1_B2	MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ	167
IBS9_T1_B2	MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK	300
IBS9_T1_B2	MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK	386
IBS9_T1_B2	MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM	330
IBS9_T1_B2	MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM	183
IBS9_T1_B2	MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN	545
IBS9_T1_B2	MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO	1146
IBS9_T1_B2	MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP	922
IBS9_T1_B2	MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	317
IBS9_T1_B2	MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA	716
IBS9_T1_B2	MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA	59
IBS9_T1_B2	MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB	1925
IBS9_T1_B2	MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA	108
IBS9_T1_B2	MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA	205
IBS9_T1_B2	MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA	154
IBS9_T1_B2	MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB	229
IBS9_T1_B2	MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	367
IBS9_T1_B2	MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA	937
IBS9_T1_B2	MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	594
IBS9_T1_B2	MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC	124
IBS9_T1_B2	MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD	249
IBS9_T1_B2	MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD	429
IBS9_T1_B2	MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	844
IBS9_T1_B2	MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE	725
IBS9_T1_B2	MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	1005
IBS9_T1_B2	MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC	118
IBS9_T1_B2	MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	931
IBS9_T1_B2	MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS	379
IBS9_T1_B2	MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	17
IBS9_T1_B2	MEG_4409|Drugs|betalactams|Class_D_betalactamases|OXA	80
IBS9_T1_B2	MEG_4976|Drugs|betalactams|Class_D_betalactamases|OXA	34
IBS9_T1_B2	MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA	65
IBS9_T1_B2	MEG_5032|Drugs|betalactams|Class_D_betalactamases|OXA	73
IBS9_T1_B2	MEG_5146|Drugs|betalactams|Class_D_betalactamases|OXA	57
IBS9_T1_B2	MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2	1020
IBS9_T1_B2	MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B	592
IBS9_T1_B2	MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR	54
IBS9_T1_B2	MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF	450
IBS9_T1_B2	MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1	23
IBS9_T1_B2	MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1	27
IBS9_T1_B2	MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA	515
IBS9_T1_B2	MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	68
IBS9_T1_B2	MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	51
IBS9_T1_B2	MEG_6171|Drugs|betalactams|Class_A_betalactamases|SCO	102
IBS9_T1_B2	MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS	165
IBS9_T1_B2	MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI	110
IBS9_T1_B2	MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	13
IBS9_T1_B2	MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	22
IBS9_T1_B2	MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	20
IBS9_T1_B2	MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	27
IBS9_T1_B2	MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	29
IBS9_T1_B2	MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	69
IBS9_T1_B2	MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	62
IBS9_T1_B2	MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	34
IBS9_T1_B2	MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	48
IBS9_T1_B2	MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD	42
IBS9_T1_B2	MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	170
IBS9_T1_B2	MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	133
IBS9_T1_B2	MEG_7150|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	105
IBS9_T1_B2	MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	147
IBS9_T1_B2	MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	199
IBS9_T1_B2	MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	52
IBS9_T1_B2	MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	56
IBS9_T1_B2	MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	88
IBS9_T1_B2	MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	108
IBS9_T1_B2	MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	1417
IBS9_T1_B2	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	63
IBS9_T1_B2	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	63
IBS9_T1_B2	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	58
IBS9_T1_B2	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	75
IBS9_T1_B2	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	121
IBS9_T1_B2	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	73
IBS9_T1_B2	MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH	615
IBS9_T1_B2	MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH	65
IBS9_T1_B2	MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD	577
IBS9_T1_B2	MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC	14
IBS9_T1_B2	MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC	14
IBS9_T1_B2	MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI	815
IBS9_T1_B2	MEG_909|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	27
IBS9_T1_B2	MEG_928|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	19
IBS9_T1_B2	MEG_986|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	38
IBS9_T1_B2	MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	103
IBS9_T1_B2	MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	66
IBS9_T2_B2	MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA	345
IBS9_T2_B2	MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA	87
IBS9_T2_B2	MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	18
IBS9_T2_B2	MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	24
IBS9_T2_B2	MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER	29
IBS9_T2_B2	MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES	54
IBS9_T2_B2	MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	18
IBS9_T2_B2	MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	31
IBS9_T2_B2	MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA	48
IBS9_T2_B2	MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX	207
IBS9_T2_B2	MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX	37
IBS9_T2_B2	MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX	38
IBS9_T2_B2	MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX	274
IBS9_T2_B2	MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX	30
IBS9_T2_B2	MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX	33
IBS9_T2_B2	MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	299
IBS9_T2_B2	MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	137
IBS9_T2_B2	MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	37
